DateTime,MacAddress,BosaSN,setAPDandSlope,OverloadSensitivity,CalibDDMI,CurveDDMI,CalibLOS,CheckLOS,WriteFlash,ErrorCode,TotalResult
2018/07/02 13:55:23,--,B8D0893E000433,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,FAIL,
2018/07/02 13:55:37,--,B8D0893E000433,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,FAIL,
